Step,BulletID,Team,X,Y,Heading
205,56,0,618.1,455.4,134.0
205,57,0,242.9,561.2,254.0
205,58,1,644.5,570.0,116.1
205,59,1,674.0,580.8,104.5
205,60,1,570.4,574.5,143.0
205,61,0,216.2,624.4,290.0
205,62,0,583.8,175.6,110.0
205,63,0,502.4,671.3,230.0
205,64,1,317.1,472.1,119.3
205,65,1,374.6,404.7,162.1
206,55,0,171.1,334.2,314.0
206,56,0,628.9,465.8,134.0
206,57,0,228.5,565.3,254.0
206,58,1,658.0,576.6,116.1
206,59,1,688.5,584.5,104.5
206,60,1,579.4,586.5,143.0
206,61,0,202.1,619.2,290.0
206,62,0,597.9,180.8,110.0
206,63,0,490.9,681.0,230.0
206,64,1,330.1,479.4,119.3
206,65,1,379.2,419.0,162.1
207,55,0,160.3,323.7,314.0
207,56,0,639.7,476.3,134.0
207,57,0,214.1,569.5,254.0
207,58,1,671.5,583.2,116.1
207,59,1,703.1,588.3,104.5
207,60,1,588.4,598.5,143.0
207,61,0,188.0,614.1,290.0
207,62,0,612.0,185.9,110.0
207,63,0,479.4,690.6,230.0
207,64,1,343.2,486.7,119.3
207,65,1,383.8,433.3,162.1
207,66,1,501.8,398.9,179.4
208,55,0,149.5,313.3,314.0
208,56,0,650.5,486.7,134.0
208,57,0,199.7,573.6,254.0
208,58,1,684.9,589.8,116.1
208,59,1,717.6,592.1,104.5
208,60,1,597.5,610.4,143.0
208,61,0,173.9,609.0,290.0
208,62,0,626.1,191.0,110.0
208,63,0,468.0,700.3,230.0
208,64,1,356.3,494.1,119.3
208,65,1,388.4,447.5,162.1
208,66,1,501.9,413.9,179.4
209,55,0,138.7,302.9,314.0
209,56,0,661.3,497.1,134.0
209,57,0,185.3,577.7,254.0
209,58,1,698.4,596.4,116.1
209,59,1,732.1,595.8,104.5
209,60,1,606.5,622.4,143.0
209,61,0,159.8,603.9,290.0
209,62,0,640.2,196.1,110.0
209,63,0,456.5,709.9,230.0
209,64,1,369.4,501.4,119.3
209,65,1,393.0,461.8,162.1
209,66,1,502.1,428.9,179.4
210,55,0,127.9,292.5,314.0
210,56,0,672.1,507.5,134.0
210,57,0,170.8,581.9,254.0
210,58,1,711.9,603.0,116.1
210,59,1,746.6,599.6,104.5
210,60,1,615.5,634.4,143.0
210,61,0,145.7,598.7,290.0
210,62,0,654.3,201.3,110.0
210,63,0,445.0,719.6,230.0
210,64,1,382.5,508.7,119.3
210,65,1,397.6,476.1,162.1
210,66,1,502.3,443.9,179.4
211,55,0,117.1,282.1,314.0
211,56,0,682.9,517.9,134.0
211,57,0,156.4,586.0,254.0
211,58,1,725.3,609.6,116.1
211,59,1,761.1,603.4,104.5
211,60,1,624.6,646.4,143.0
211,61,0,131.6,593.6,290.0
211,62,0,668.4,206.4,110.0
211,63,0,433.5,729.2,230.0
211,64,1,395.6,516.1,119.3
211,65,1,402.2,490.3,162.1
211,66,1,502.4,458.9,179.4
211,67,0,242.6,683.0,262.0
211,68,0,557.4,117.0,82.0
211,69,0,566.4,677.9,202.0
212,55,0,106.3,271.6,314.0
212,56,0,693.7,528.4,134.0
212,57,0,142.0,590.1,254.0
212,58,1,738.8,616.2,116.1
212,59,1,775.7,607.1,104.5
212,60,1,633.6,658.3,143.0
212,61,0,117.5,588.5,290.0
212,62,0,682.5,211.5,110.0
212,63,0,422.0,738.8,230.0
212,64,1,408.7,523.4,119.3
212,65,1,406.8,504.6,162.1
212,66,1,502.6,473.9,179.4
212,67,0,227.7,685.1,262.0
212,68,0,572.3,114.9,82.0
212,69,0,560.8,691.8,202.0
213,55,0,95.5,261.2,314.0
213,56,0,704.5,538.8,134.0
213,57,0,127.6,594.3,254.0
213,58,1,752.3,622.8,116.1
213,59,1,790.2,610.9,104.5
213,60,1,642.6,670.3,143.0
213,61,0,103.5,583.3,290.0
213,62,0,696.5,216.7,110.0
213,63,0,410.5,748.5,230.0
213,64,1,421.7,530.7,119.3
213,65,1,411.5,518.9,162.1
213,66,1,502.8,488.9,179.4
213,67,0,212.8,687.2,262.0
213,68,0,587.2,112.8,82.0
213,69,0,555.1,705.7,202.0
214,55,0,84.8,250.8,314.0
214,56,0,715.2,549.2,134.0
214,57,0,113.2,598.4,254.0
214,58,1,765.7,629.4,116.1
214,60,1,651.6,682.3,143.0
214,61,0,89.4,578.2,290.0
214,62,0,710.6,221.8,110.0
214,63,0,399.0,758.1,230.0
214,64,1,434.8,538.1,119.3
214,65,1,416.1,533.2,162.1
214,66,1,502.9,503.9,179.4
214,67,0,198.0,689.3,262.0
214,68,0,602.0,110.7,82.0
214,69,0,549.5,719.6,202.0
214,70,1,110.3,441.8,148.4
215,55,0,74.0,240.4,314.0
215,56,0,726.0,559.6,134.0
215,57,0,98.7,602.5,254.0
215,58,1,779.2,636.0,116.1
215,60,1,660.7,694.3,143.0
215,61,0,75.3,573.1,290.0
215,62,0,724.7,226.9,110.0
215,63,0,387.5,767.8,230.0
215,64,1,447.9,545.4,119.3
215,65,1,420.7,547.4,162.1
215,66,1,503.1,518.9,179.4
215,67,0,183.1,691.4,262.0
215,68,0,616.9,108.6,82.0
215,69,0,543.9,733.5,202.0
215,70,1,118.2,454.6,148.4
216,55,0,63.2,230.0,314.0
216,56,0,736.8,570.0,134.0
216,57,0,84.3,606.7,254.0
216,58,1,792.7,642.7,116.1
216,60,1,669.7,706.3,143.0
216,61,0,61.2,567.9,290.0
216,62,0,738.8,232.1,110.0
216,63,0,376.0,777.4,230.0
216,64,1,461.0,552.7,119.3
216,65,1,425.3,561.7,162.1
216,66,1,503.3,533.9,179.4
216,67,0,168.3,693.4,262.0
216,68,0,631.7,106.6,82.0
216,69,0,538.3,747.4,202.0
216,70,1,126.1,467.3,148.4
217,55,0,52.4,219.5,314.0
217,56,0,747.6,580.5,134.0
217,57,0,69.9,610.8,254.0
217,60,1,678.7,718.2,143.0
217,61,0,47.1,562.8,290.0
217,62,0,752.9,237.2,110.0
217,63,0,364.5,787.1,230.0
217,64,1,474.1,560.1,119.3
217,65,1,429.9,576.0,162.1
217,66,1,503.4,548.9,179.4
217,67,0,153.4,695.5,262.0
217,68,0,646.6,104.5,82.0
217,69,0,532.7,761.3,202.0
217,70,1,133.9,480.1,148.4
218,55,0,41.6,209.1,314.0
218,56,0,758.4,590.9,134.0
218,57,0,55.5,614.9,254.0
218,60,1,687.8,730.2,143.0
218,61,0,33.0,557.7,290.0
218,62,0,767.0,242.3,110.0
218,63,0,353.0,796.7,230.0
218,64,1,487.2,567.4,119.3
218,65,1,434.5,590.3,162.1
218,66,1,503.6,563.9,179.4
218,67,0,138.6,697.6,262.0
218,68,0,661.4,102.4,82.0
218,69,0,527.0,775.2,202.0
218,70,1,141.8,492.9,148.4
219,55,0,30.8,198.7,314.0
219,56,0,769.2,601.3,134.0
219,57,0,41.1,619.1,254.0
219,60,1,696.8,742.2,143.0
219,61,0,18.9,552.6,290.0
219,62,0,781.1,247.4,110.0
219,64,1,500.3,574.7,119.3
219,65,1,439.1,604.5,162.1
219,66,1,503.8,578.9,179.4
219,67,0,123.7,699.7,262.0
219,68,0,676.3,100.3,82.0
219,69,0,521.4,789.1,202.0
219,70,1,149.7,505.6,148.4
220,55,0,20.0,188.3,314.0
220,56,0,780.0,611.7,134.0
220,57,0,26.6,623.2,254.0
220,60,1,705.8,754.2,143.0
220,61,0,4.8,547.4,290.0
220,62,0,795.2,252.6,110.0
220,64,1,513.3,582.1,119.3
220,65,1,443.7,618.8,162.1
220,66,1,503.9,593.9,179.4
220,67,0,108.9,701.8,262.0
220,68,0,691.1,98.2,82.0
220,70,1,157.5,518.4,148.4
221,55,0,9.2,177.9,314.0
221,56,0,790.8,622.1,134.0
221,57,0,12.2,627.3,254.0
221,60,1,714.8,766.1,143.0
221,64,1,526.4,589.4,119.3
221,65,1,448.3,633.1,162.1
221,66,1,504.1,608.9,179.4
221,67,0,94.0,703.9,262.0
221,68,0,706.0,96.1,82.0
221,70,1,165.4,531.2,148.4
221,71,1,361.5,297.1,177.3
222,60,1,723.9,778.1,143.0
222,64,1,539.5,596.7,119.3
222,65,1,453.0,647.4,162.1
222,66,1,504.3,623.9,179.4
222,67,0,79.2,706.0,262.0
222,68,0,720.8,94.0,82.0
222,70,1,173.3,543.9,148.4
222,71,1,362.2,312.1,177.3
223,60,1,732.9,790.1,143.0
223,64,1,552.6,604.1,119.3
223,65,1,457.6,661.6,162.1
223,66,1,504.4,638.9,179.4
223,67,0,64.3,708.1,262.0
223,68,0,735.7,91.9,82.0
223,70,1,181.2,556.7,148.4
223,71,1,362.9,327.1,177.3
223,72,1,573.9,376.6,210.1
224,64,1,565.7,611.4,119.3
224,65,1,462.2,675.9,162.1
224,66,1,504.6,653.9,179.4
224,67,0,49.5,710.2,262.0
224,68,0,750.6,89.9,82.0
224,70,1,189.0,569.5,148.4
224,71,1,363.6,342.1,177.3
224,72,1,566.4,389.5,210.1
225,64,1,578.8,618.7,119.3
225,65,1,466.8,690.2,162.1
225,66,1,504.8,668.9,179.4
225,67,0,34.6,712.2,262.0
225,68,0,765.4,87.8,82.0
225,70,1,196.9,582.3,148.4
225,71,1,364.4,357.0,177.3
225,72,1,558.9,402.5,210.1
226,64,1,591.9,626.1,119.3
226,66,1,504.9,683.9,179.4
226,67,0,19.7,714.3,262.0
226,68,0,780.3,85.7,82.0
226,70,1,204.8,595.0,148.4
226,71,1,365.1,372.0,177.3
226,72,1,551.4,415.5,210.1
227,64,1,604.9,633.4,119.3
227,66,1,505.1,698.9,179.4
227,67,0,4.9,716.4,262.0
227,68,0,795.1,83.6,82.0
227,70,1,212.6,607.8,148.4
227,71,1,365.8,387.0,177.3
227,72,1,543.9,428.5,210.1
227,73,0,145.9,635.5,238.0
227,74,0,654.1,164.5,58.0
228,64,1,618.0,640.7,119.3
228,66,1,505.3,713.9,179.4
228,70,1,220.5,620.6,148.4
228,71,1,366.5,402.0,177.3
228,72,1,536.4,441.5,210.1
228,73,0,133.2,643.5,238.0
228,74,0,666.8,156.5,58.0
229,64,1,631.1,648.1,119.3
229,66,1,505.4,728.9,179.4
229,70,1,228.4,633.3,148.4
229,71,1,367.2,417.0,177.3
229,72,1,528.8,454.5,210.1
229,73,0,120.5,651.4,238.0
229,74,0,679.5,148.6,58.0
230,64,1,644.2,655.4,119.3
230,66,1,505.6,743.9,179.4
230,70,1,236.3,646.1,148.4
230,71,1,367.9,432.0,177.3
230,72,1,521.3,467.4,210.1
230,73,0,107.8,659.4,238.0
230,74,0,692.2,140.6,58.0
230,75,1,102.7,443.8,154.1
231,64,1,657.3,662.7,119.3
231,66,1,505.8,758.9,179.4
231,70,1,244.1,658.9,148.4
231,71,1,368.6,446.9,177.3
231,72,1,513.8,480.4,210.1
231,73,0,95.0,667.3,238.0
231,74,0,705.0,132.7,58.0
231,75,1,109.2,457.3,154.1
232,64,1,670.4,670.1,119.3
232,66,1,505.9,773.9,179.4
232,70,1,252.0,671.6,148.4
232,71,1,369.4,461.9,177.3
232,72,1,506.3,493.4,210.1
232,73,0,82.3,675.3,238.0
232,74,0,717.7,124.7,58.0
232,75,1,115.8,470.8,154.1
233,64,1,683.5,677.4,119.3
233,66,1,506.1,788.9,179.4
233,70,1,259.9,684.4,148.4
233,71,1,370.1,476.9,177.3
233,72,1,498.8,506.4,210.1
233,73,0,69.6,683.2,238.0
233,74,0,730.4,116.8,58.0
233,75,1,122.3,484.2,154.1
234,64,1,696.5,684.7,119.3
234,70,1,267.7,697.2,148.4
234,71,1,370.8,491.9,177.3
234,72,1,491.3,519.4,210.1
234,73,0,56.9,691.2,238.0
234,74,0,743.1,108.9,58.0
234,75,1,128.9,497.7,154.1
235,64,1,709.6,692.1,119.3
235,70,1,275.6,709.9,148.4
235,71,1,371.5,506.9,177.3
235,72,1,483.8,532.3,210.1
235,73,0,44.1,699.1,238.0
235,74,0,755.9,100.9,58.0
235,75,1,135.5,511.2,154.1
236,64,1,722.7,699.4,119.3
236,70,1,283.5,722.7,148.4
236,71,1,372.2,521.8,177.3
236,72,1,476.2,545.3,210.1
236,73,0,31.4,707.0,238.0
236,74,0,768.6,93.0,58.0
236,75,1,142.0,524.7,154.1
237,64,1,735.8,706.7,119.3
237,70,1,291.3,735.5,148.4
237,71,1,372.9,536.8,177.3
237,72,1,468.7,558.3,210.1
237,73,0,18.7,715.0,238.0
237,74,0,781.3,85.0,58.0
237,75,1,148.6,538.2,154.1
238,64,1,748.9,714.1,119.3
238,70,1,299.2,748.3,148.4
238,71,1,373.6,551.8,177.3
238,72,1,461.2,571.3,210.1
238,73,0,6.0,722.9,238.0
238,74,0,794.0,77.1,58.0
238,75,1,155.2,551.7,154.1
239,64,1,762.0,721.4,119.3
239,70,1,307.1,761.0,148.4
239,71,1,374.4,566.8,177.3
239,72,1,453.7,584.3,210.1
239,75,1,161.7,565.2,154.1
240,64,1,775.1,728.7,119.3
240,70,1,315.0,773.8,148.4
240,71,1,375.1,581.8,177.3
240,72,1,446.2,597.3,210.1
240,75,1,168.3,578.7,154.1
240,76,1,669.3,331.4,278.0
241,64,1,788.1,736.1,119.3
241,70,1,322.8,786.6,148.4
241,71,1,375.8,596.8,177.3
241,72,1,438.7,610.2,210.1
241,75,1,174.8,592.2,154.1
241,76,1,654.5,329.3,278.0
242,70,1,330.7,799.3,148.4
242,71,1,376.5,611.7,177.3
242,72,1,431.1,623.2,210.1
242,75,1,181.4,605.6,154.1
242,76,1,639.6,327.2,278.0
242,77,1,332.5,149.6,238.0
243,71,1,377.2,626.7,177.3
243,72,1,423.6,636.2,210.1
243,75,1,188.0,619.1,154.1
243,76,1,624.8,325.1,278.0
243,77,1,319.8,157.5,238.0
243,78,0,91.5,544.4,214.0
243,79,0,708.5,255.6,34.0
244,71,1,377.9,641.7,177.3
244,72,1,416.1,649.2,210.1
244,75,1,194.5,632.6,154.1
244,76,1,609.9,323.0,278.0
244,77,1,307.1,165.5,238.0
244,78,0,83.1,556.8,214.0
244,79,0,716.9,243.2,34.0
245,71,1,378.6,656.7,177.3
245,72,1,408.6,662.2,210.1
245,75,1,201.1,646.1,154.1
245,76,1,595.1,320.9,278.0
245,77,1,294.3,173.4,238.0
245,78,0,74.7,569.2,214.0
245,79,0,725.3,230.8,34.0
246,71,1,379.4,671.7,177.3
246,72,1,401.1,675.1,210.1
246,75,1,207.6,659.6,154.1
246,76,1,580.2,318.8,278.0
246,77,1,281.6,181.4,238.0
246,78,0,66.3,581.7,214.0
246,79,0,733.7,218.3,34.0
246,80,1,195.7,434.0,198.9
247,71,1,380.1,686.7,177.3
247,72,1,393.6,688.1,210.1
247,75,1,214.2,673.1,154.1
247,76,1,565.3,316.7,278.0
247,77,1,268.9,189.4,238.0
247,78,0,57.9,594.1,214.0
247,79,0,742.1,205.9,34.0
247,80,1,190.8,448.2,198.9
248,71,1,380.8,701.6,177.3
248,72,1,386.1,701.1,210.1
248,75,1,220.8,686.6,154.1
248,76,1,550.5,314.6,278.0
248,77,1,256.2,197.3,238.0
248,78,0,49.6,606.5,214.0
248,79,0,750.4,193.5,34.0
248,80,1,186.0,462.4,198.9
249,71,1,381.5,716.6,177.3
249,72,1,378.5,714.1,210.1
249,75,1,227.3,700.1,154.1
249,76,1,535.6,312.5,278.0
249,77,1,243.5,205.3,238.0
249,78,0,41.2,619.0,214.0
249,79,0,758.8,181.0,34.0
249,80,1,181.1,476.6,198.9
250,71,1,382.2,731.6,177.3
250,72,1,371.0,727.1,210.1
250,75,1,233.9,713.6,154.1
250,76,1,520.8,310.4,278.0
250,77,1,230.8,213.2,238.0
250,78,0,32.8,631.4,214.0
250,79,0,767.2,168.6,34.0
250,80,1,176.2,490.8,198.9
251,71,1,382.9,746.6,177.3
251,72,1,363.5,740.1,210.1
251,75,1,240.4,727.0,154.1
251,76,1,505.9,308.3,278.0
251,77,1,218.0,221.2,238.0
251,78,0,24.4,643.9,214.0
251,79,0,775.6,156.1,34.0
251,80,1,171.4,504.9,198.9
252,71,1,383.6,761.6,177.3
252,72,1,356.0,753.0,210.1
252,75,1,247.0,740.5,154.1
252,76,1,491.1,306.2,278.0
252,77,1,205.3,229.1,238.0
252,78,0,16.0,656.3,214.0
252,79,0,784.0,143.7,34.0
252,80,1,166.5,519.1,198.9
253,71,1,384.3,776.6,177.3
253,72,1,348.5,766.0,210.1
253,75,1,253.6,754.0,154.1
253,76,1,476.2,304.1,278.0
253,77,1,192.6,237.1,238.0
253,78,0,7.6,668.7,214.0
253,79,0,792.4,131.3,34.0
253,80,1,161.7,533.3,198.9
254,71,1,385.1,791.5,177.3
254,72,1,341.0,779.0,210.1
254,75,1,260.1,767.5,154.1
254,76,1,461.4,302.0,278.0
254,77,1,179.9,245.0,238.0
254,80,1,156.8,547.5,198.9
255,72,1,333.4,792.0,210.1
255,75,1,266.7,781.0,154.1
255,76,1,446.5,299.9,278.0
255,77,1,167.2,253.0,238.0
255,80,1,152.0,561.7,198.9
256,75,1,273.3,794.5,154.1
256,76,1,431.7,297.8,278.0
256,77,1,154.4,260.9,238.0
256,80,1,147.1,575.9,198.9
257,76,1,416.8,295.7,278.0
257,77,1,141.7,268.9,238.0
257,80,1,142.2,590.1,198.9
258,76,1,402.0,293.6,278.0
258,77,1,129.0,276.8,238.0
258,80,1,137.4,604.3,198.9
259,76,1,387.1,291.5,278.0
259,77,1,116.3,284.8,238.0
259,80,1,132.5,618.5,198.9
259,81,0,94.8,434.3,186.0
259,82,0,705.2,365.7,6.0
260,76,1,372.3,289.4,278.0
260,77,1,103.6,292.7,238.0
260,80,1,127.7,632.7,198.9
260,81,0,93.2,449.2,186.0
261,76,1,357.4,287.3,278.0
261,77,1,90.9,300.7,238.0
261,80,1,122.8,646.9,198.9
261,81,0,91.6,464.1,186.0
261,83,1,668.8,327.3,291.5
262,76,1,342.6,285.2,278.0
262,77,1,78.1,308.6,238.0
262,80,1,118.0,661.0,198.9
262,81,0,90.1,479.0,186.0
262,83,1,654.9,321.8,291.5
263,76,1,327.7,283.1,278.0
263,77,1,65.4,316.6,238.0
263,80,1,113.1,675.2,198.9
263,81,0,88.5,493.9,186.0
263,83,1,640.9,316.3,291.5
264,76,1,312.9,281.0,278.0
264,77,1,52.7,324.6,238.0
264,80,1,108.2,689.4,198.9
264,81,0,86.9,508.9,186.0
264,83,1,627.0,310.8,291.5
265,76,1,298.0,278.9,278.0
265,77,1,40.0,332.5,238.0
265,80,1,103.4,703.6,198.9
265,81,0,85.4,523.8,186.0
265,83,1,613.0,305.2,291.5
265,84,1,326.3,100.7,239.7
266,76,1,283.2,276.8,278.0
266,77,1,27.3,340.5,238.0
266,80,1,98.5,717.8,198.9
266,81,0,83.8,538.7,186.0
266,83,1,599.1,299.7,291.5
266,84,1,313.3,108.3,239.7
267,76,1,268.3,274.7,278.0
267,77,1,14.5,348.4,238.0
267,80,1,93.7,732.0,198.9
267,81,0,82.2,553.6,186.0
267,83,1,585.1,294.2,291.5
267,84,1,300.4,115.9,239.7
268,76,1,253.5,272.6,278.0
268,77,1,1.8,356.4,238.0
268,80,1,88.8,746.2,198.9
268,81,0,80.7,568.5,186.0
268,83,1,571.1,288.7,291.5
268,84,1,287.4,123.5,239.7
269,76,1,238.6,270.5,278.0
269,80,1,83.9,760.4,198.9
269,81,0,79.1,583.4,186.0
269,83,1,557.2,283.2,291.5
269,84,1,274.5,131.0,239.7
270,76,1,223.7,268.4,278.0
270,80,1,79.1,774.6,198.9
270,81,0,77.5,598.4,186.0
270,83,1,543.2,277.7,291.5
270,84,1,261.5,138.6,239.7
271,76,1,208.9,266.3,278.0
271,80,1,74.2,788.8,198.9
271,81,0,76.0,613.3,186.0
271,83,1,529.3,272.2,291.5
271,84,1,248.6,146.2,239.7
272,76,1,194.0,264.2,278.0
272,81,0,74.4,628.2,186.0
272,83,1,515.3,266.7,291.5
272,84,1,235.7,153.7,239.7
272,85,1,357.4,407.9,318.5
273,76,1,179.2,262.1,278.0
273,81,0,72.8,643.1,186.0
273,83,1,501.4,261.2,291.5
273,84,1,222.7,161.3,239.7
273,85,1,347.5,396.7,318.5
274,76,1,164.3,260.0,278.0
274,81,0,71.3,658.0,186.0
274,83,1,487.4,255.7,291.5
274,84,1,209.8,168.9,239.7
274,85,1,337.6,385.4,318.5
275,76,1,149.5,257.9,278.0
275,81,0,69.7,673.0,186.0
275,83,1,473.5,250.2,291.5
275,84,1,196.8,176.5,239.7
275,85,1,327.6,374.2,318.5
275,86,0,152.0,330.5,162.0
275,87,0,648.0,469.5,342.0
276,76,1,134.6,255.8,278.0
276,81,0,68.1,687.9,186.0
276,83,1,459.5,244.7,291.5
276,84,1,183.9,184.0,239.7
276,85,1,317.7,362.9,318.5
276,86,0,156.7,344.8,162.0
276,87,0,643.3,455.2,342.0
277,76,1,119.8,253.7,278.0
277,81,0,66.6,702.8,186.0
277,83,1,445.6,239.2,291.5
277,84,1,170.9,191.6,239.7
277,85,1,307.8,351.7,318.5
277,86,0,161.3,359.0,162.0
277,87,0,638.7,441.0,342.0
277,88,1,567.9,349.2,299.0
278,76,1,104.9,251.6,278.0
278,81,0,65.0,717.7,186.0
278,83,1,431.6,233.7,291.5
278,84,1,158.0,199.2,239.7
278,85,1,297.8,340.5,318.5
278,86,0,165.9,373.3,162.0
278,87,0,634.1,426.7,342.0
278,88,1,554.8,342.0,299.0
279,76,1,90.1,249.5,278.0
279,81,0,63.4,732.6,186.0
279,83,1,417.7,228.2,291.5
279,84,1,145.0,206.8,239.7
279,85,1,287.9,329.2,318.5
279,86,0,170.6,387.6,162.0
279,87,0,629.4,412.4,342.0
279,88,1,541.7,334.7,299.0
280,76,1,75.2,247.4,278.0
280,81,0,61.9,747.5,186.0
280,83,1,403.7,222.7,291.5
280,84,1,132.1,214.3,239.7
280,85,1,278.0,318.0,318.5
280,86,0,175.2,401.8,162.0
280,87,0,624.8,398.2,342.0
280,88,1,528.6,327.4,299.0
281,76,1,60.4,245.3,278.0
281,81,0,60.3,762.5,186.0
281,83,1,389.8,217.2,291.5
281,84,1,119.1,221.9,239.7
281,85,1,268.0,306.7,318.5
281,86,0,179.8,416.1,162.0
281,87,0,620.2,383.9,342.0
281,88,1,515.4,320.2,299.0
281,89,1,337.0,201.5,274.5
282,76,1,45.5,243.2,278.0
282,81,0,58.7,777.4,186.0
282,84,1,106.2,229.5,239.7
282,85,1,258.1,295.5,318.5
282,86,0,184.5,430.4,162.0
282,87,0,615.5,369.6,342.0
282,88,1,502.3,312.9,299.0
282,89,1,322.0,200.3,274.5
283,76,1,30.7,241.1,278.0
283,81,0,57.2,792.3,186.0
283,84,1,93.2,237.0,239.7
283,85,1,248.2,284.3,318.5
283,86,0,189.1,444.6,162.0
283,87,0,610.9,355.4,342.0
283,88,1,489.2,305.6,299.0
283,89,1,307.1,199.2,274.5
284,76,1,15.8,239.0,278.0
284,84,1,80.3,244.6,239.7
284,85,1,238.2,273.0,318.5
284,86,0,193.7,458.9,162.0
284,87,0,606.3,341.1,342.0
284,88,1,476.1,298.4,299.0
284,89,1,292.1,198.0,274.5
285,76,1,1.0,236.9,278.0
285,84,1,67.3,252.2,239.7
285,85,1,228.3,261.8,318.5
285,86,0,198.4,473.2,162.0
285,87,0,601.6,326.8,342.0
285,88,1,463.0,291.1,299.0
285,89,1,277.1,196.8,274.5
286,84,1,54.4,259.8,239.7
286,86,0,203.0,487.4,162.0
286,87,0,597.0,312.6,342.0
286,88,1,449.8,283.8,299.0
286,89,1,262.2,195.6,274.5
287,84,1,41.4,267.3,239.7
287,86,0,207.7,501.7,162.0
287,87,0,592.3,298.3,342.0
287,88,1,436.7,276.6,299.0
287,89,1,247.2,194.4,274.5
288,84,1,28.5,274.9,239.7
288,86,0,212.3,516.0,162.0
288,87,0,587.7,284.0,342.0
288,88,1,423.6,269.3,299.0
288,89,1,232.3,193.3,274.5
289,84,1,15.5,282.5,239.7
289,86,0,216.9,530.2,162.0
289,87,0,583.1,269.8,342.0
289,88,1,410.5,262.0,299.0
289,89,1,217.3,192.1,274.5
290,84,1,2.6,290.1,239.7
290,86,0,221.6,544.5,162.0
290,87,0,578.4,255.5,342.0
290,88,1,397.3,254.8,299.0
290,89,1,202.4,190.9,274.5
291,86,0,226.2,558.8,162.0
291,87,0,573.8,241.2,342.0
291,88,1,384.2,247.5,299.0
291,89,1,187.4,189.7,274.5
291,90,0,251.6,259.2,138.0
291,91,0,548.4,540.8,318.0
291,92,1,487.3,410.4,330.2
292,86,0,230.8,573.0,162.0
292,87,0,569.2,227.0,342.0
292,88,1,371.1,240.2,299.0
292,89,1,172.5,188.5,274.5
292,90,0,261.7,270.3,138.0
292,91,0,538.3,529.7,318.0
293,86,0,235.5,587.3,162.0
293,87,0,564.5,212.7,342.0
293,88,1,358.0,233.0,299.0
293,89,1,157.5,187.3,274.5
293,90,0,271.7,281.5,138.0
293,91,0,528.3,518.5,318.0
294,86,0,240.1,601.6,162.0
294,87,0,559.9,198.4,342.0
294,88,1,344.8,225.7,299.0
294,89,1,142.6,186.2,274.5
294,90,0,281.8,292.6,138.0
294,91,0,518.2,507.4,318.0
294,93,1,468.6,375.7,328.5
295,86,0,244.7,615.8,162.0
295,87,0,555.3,184.2,342.0
295,88,1,331.7,218.5,299.0
295,89,1,127.6,185.0,274.5
295,90,0,291.8,303.8,138.0
295,91,0,508.2,496.2,318.0
295,93,1,460.8,362.9,328.5
296,86,0,249.4,630.1,162.0
296,87,0,550.6,169.9,342.0
296,88,1,318.6,211.2,299.0
296,89,1,112.7,183.8,274.5
296,90,0,301.8,314.9,138.0
296,91,0,498.2,485.1,318.0
296,93,1,453.0,350.1,328.5
297,86,0,254.0,644.4,162.0
297,87,0,546.0,155.6,342.0
297,88,1,305.5,203.9,299.0
297,89,1,97.7,182.6,274.5
297,90,0,311.9,326.1,138.0
297,91,0,488.1,473.9,318.0
297,93,1,445.1,337.3,328.5
298,86,0,258.6,658.6,162.0
298,87,0,541.4,141.4,342.0
298,88,1,292.3,196.7,299.0
298,89,1,82.8,181.4,274.5
298,90,0,321.9,337.2,138.0
298,91,0,478.1,462.8,318.0
298,93,1,437.3,324.6,328.5
299,86,0,263.3,672.9,162.0
299,87,0,536.7,127.1,342.0
299,88,1,279.2,189.4,299.0
299,89,1,67.8,180.3,274.5
299,90,0,331.9,348.4,138.0
299,91,0,468.1,451.6,318.0
299,93,1,429.5,311.8,328.5
300,86,0,267.9,687.1,162.0
300,87,0,532.1,112.9,342.0
300,88,1,266.1,182.1,299.0
300,89,1,52.8,179.1,274.5
300,90,0,342.0,359.5,138.0
300,91,0,458.0,440.5,318.0
300,93,1,421.7,299.0,328.5
300,94,1,348.7,315.2,353.3
301,86,0,272.5,701.4,162.0
301,87,0,527.5,98.6,342.0
301,88,1,253.0,174.9,299.0
301,89,1,37.9,177.9,274.5
301,90,0,352.0,370.7,138.0
301,91,0,448.0,429.3,318.0
301,93,1,413.8,286.2,328.5
301,94,1,347.0,300.3,353.3
302,86,0,277.2,715.7,162.0
302,87,0,522.8,84.3,342.0
302,88,1,239.8,167.6,299.0
302,89,1,22.9,176.7,274.5
302,90,0,362.1,381.8,138.0
302,93,1,406.0,273.4,328.5
302,94,1,345.2,285.4,353.3
303,86,0,281.8,729.9,162.0
303,87,0,518.2,70.1,342.0
303,88,1,226.7,160.3,299.0
303,89,1,8.0,175.5,274.5
303,90,0,372.1,393.0,138.0
303,93,1,398.2,260.6,328.5
303,94,1,343.5,270.5,353.3
304,86,0,286.5,744.2,162.0
304,87,0,513.5,55.8,342.0
304,88,1,213.6,153.1,299.0
304,90,0,382.1,404.1,138.0
304,93,1,390.3,247.8,328.5
304,94,1,341.7,255.6,353.3
305,86,0,291.1,758.5,162.0
305,87,0,508.9,41.5,342.0
305,88,1,200.5,145.8,299.0
305,93,1,382.5,235.0,328.5
